,company_name,sic,office,industry,cik
TITN,Titan Machinery Inc.,5990,Office of Trade & Services,"RETAIL-RETAIL STORES, NEC",0001409171
TJX,TJX COMPANIES INC /DE/,5651,Office of Trade & Services,RETAIL-FAMILY CLOTHING STORES,0000109198
TKNO,"Alpha Teknova, Inc.",2835,Office of Life Sciences,IN VITRO & IN VIVO DIAGNOSTIC SUBSTANCES,0001850902
TKR,TIMKEN CO,3562,Office of Technology,BALL & ROLLER BEARINGS,0000098362
TLS,TELOS CORP,7373,Office of Technology,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN,0000320121
TLYS,"TILLY'S, INC.",5600,Office of Trade & Services,RETAIL-APPAREL & ACCESSORY STORES,0001524025
TMCI,"TREACE MEDICAL CONCEPTS, INC.",3841,Industrial Applications and Services,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,0001630627
TMDX,"TransMedics Group, Inc.",3845,Industrial Applications and Services,ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS,0001756262
TMHC,Taylor Morrison Home Corp,1531,Office of Real Estate & Construction,OPERATIVE BUILDERS,0001562476
TMO,THERMO FISHER SCIENTIFIC INC.,3829,Industrial Applications and Services,"MEASURING & CONTROLLING DEVICES, NEC",0000097745
TMP,TOMPKINS FINANCIAL CORP,6022,Office of Finance,STATE COMMERCIAL BANKS,0001005817
TMST,TimkenSteel Corp,3312,Office of Manufacturing,"STEEL WORKS, BLAST FURNACES & ROLLING MILLS (COKE OVENS)",0001598428
TMUS,"T-Mobile US, Inc.",4812,Office of Technology,RADIOTELEPHONE COMMUNICATIONS,0001283699
TMX,TERMINIX GLOBAL HOLDINGS INC,8741,Office of Trade & Services,SERVICES-MANAGEMENT SERVICES,0001428875
TNC,TENNANT CO,3580,Office of Technology,REFRIGERATION & SERVICE INDUSTRY MACHINERY,0000097134
TNDM,Neutral Tandem Inc,4813,Office of Technology,TELEPHONE COMMUNICATIONS (NO RADIOTELEPHONE),0001292653
TNET,TRINET GROUP INC,7389,Office of Trade & Services,"SERVICES-BUSINESS SERVICES, NEC",0000937098
TNGX,"Tango Therapeutics, Inc.",2834,Office of Life Sciences,PHARMACEUTICAL PREPARATIONS,0001819133
TNL,Travel & Leisure Co.,7011,Office of Real Estate & Construction,HOTELS & MOTELS,0001361658
TNYA,"Tenaya Therapeutics, Inc.",2836,Office of Life Sciences,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",0001858848
TOI,"Oncology Institute, Inc.",8011,Industrial Applications and Services,SERVICES-OFFICES & CLINICS OF DOCTORS OF MEDICINE,0001799191
TOL,TOLL BROTHERS INC,1531,Office of Real Estate & Construction,OPERATIVE BUILDERS,0000794170
TOST,"Toast, Inc.",7374,Office of Technology,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,0001650164
TPB,"Turning Point Brands, Inc.",2100,Office of Manufacturing,TOBACCO PRODUCTS,0001290677
TPC,TUTOR PERINI Corp,1540,Office of Real Estate & Construction,GENERAL BLDG CONTRACTORS - NONRESIDENTIAL BLDGS,0000077543
TPH,"TRI Pointe Homes, Inc.",1531,Office of Real Estate & Construction,OPERATIVE BUILDERS,0001561680
TPIC,"TPI COMPOSITES, INC",3510,Office of Technology,ENGINES & TURBINES,0001455684
TPL,TEXAS PACIFIC LAND TRUST,6532,Office of Real Estate & Construction,REAL ESTATE DEALERS (FOR THEIR OWN ACCOUNT),0000097517
TPR,"TAPESTRY, INC.",3100,Office of Manufacturing,LEATHER & LEATHER PRODUCTS,0001116132
TPTX,"Turning Point Therapeutics, Inc.",2834,Office of Life Sciences,PHARMACEUTICAL PREPARATIONS,0001595893
TPX,TEMPUR PEDIC INTERNATIONAL INC,2510,Office of Manufacturing,HOUSEHOLD FURNITURE,0001206264
TR,TOOTSIE ROLL INDUSTRIES INC,2060,Office of Manufacturing,SUGAR & CONFECTIONERY PRODUCTS,0000098677
TRC,TEJON RANCH CO,6500,Office of Real Estate & Construction,REAL ESTATE,0000096869
TREE,"Tree.com, Inc.",6163,Office of Finance,LOAN BROKERS,0001434621
TREX,TREX CO INC,2400,Office of Manufacturing,LUMBER & WOOD PRODUCTS (NO FURNITURE),0001069878
TRGP,Targa Resources Corp.,4922,Office of Energy & Transportation,NATURAL GAS TRANSMISSION,0001389170
TRIP,"TripAdvisor, Inc.",7370,Office of Technology,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",0001526520
TRMB,TRIMBLE NAVIGATION LTD /CA/,3829,Industrial Applications and Services,"MEASURING & CONTROLLING DEVICES, NEC",0000864749
TRMK,TRUSTMARK CORP,6021,Office of Finance,NATIONAL COMMERCIAL BANKS,0000036146
TRN,TRINITY INDUSTRIES INC,3743,Office of Manufacturing,RAILROAD EQUIPMENT,0000099780
TRNO,Terreno Realty Corp,6500,Office of Real Estate & Construction,REAL ESTATE,0001476150
TRNS,TRANSCAT INC,3825,Industrial Applications and Services,INSTRUMENTS FOR MEAS & TESTING OF ELECTRICITY & ELEC SIGNALS,0000099302
TROW,PRICE T ROWE GROUP INC,6200,Office of Finance,"SECURITY & COMMODITY BROKERS, DEALERS, EXCHANGES & SERVICES",0001113169
TROX,Tronox Ltd,2810,Industrial Applications and Services,INDUSTRIAL INORGANIC CHEMICALS,0001530804
TRS,TRIMAS CORP,3460,Office of Manufacturing,METAL FORGINGS & STAMPINGS,0000842633
TRST,TRUSTCO BANK CORP N Y,6022,Office of Finance,STATE COMMERCIAL BANKS,0000357301
TRTN,Triton International Ltd,7359,Office of Trade & Services,"SERVICES-EQUIPMENT RENTAL & LEASING, NEC",0001660734
TRTX,"TPG RE Finance Trust, Inc.",6798,Office of Real Estate & Construction,REAL ESTATE INVESTMENT TRUSTS,0001630472
TRU,TransUnion,7320,Office of Trade & Services,"SERVICES-CONSUMER CREDIT REPORTING, COLLECTION AGENCIES",0001552033
TRUE,"TrueCar, Inc.",7370,Office of Technology,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",0001327318
TRUP,TRUPANION INC.,6324,Office of Finance,HOSPITAL & MEDICAL SERVICE PLANS,0001371285
TRV,"TRAVELERS COMPANIES, INC.",6331,Office of Finance,"FIRE, MARINE & CASUALTY INSURANCE",0000086312
TSCO,TRACTOR SUPPLY CO /DE/,5200,Office of Trade & Services,"RETAIL-BUILDING MATERIALS, HARDWARE, GARDEN SUPPLY",0000916365
TSE,Trinseo S.A.,2821,Industrial Applications and Services,"PLASTIC MATERIALS, SYNTH RESINS & NONVULCAN ELASTOMERS",0001519061
TSLA,TESLA MOTORS INC,3711,Office of Manufacturing,MOTOR VEHICLES & PASSENGER CAR BODIES,0001318605
TSN,TYSON FOODS INC,2015,Office of Manufacturing,POULTRY SLAUGHTERING AND PROCESSING,0000100493
TSP,TuSimple Holdings Inc.,7373,Office of Technology,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN,0001823593
TSVT,"2seventy bio, Inc.",2834,Office of Life Sciences,PHARMACEUTICAL PREPARATIONS,0001860782
TT,Trane Technologies plc,3822,Industrial Applications and Services,AUTO CONTROLS FOR REGULATING RESIDENTIAL & COMML ENVIRONMENTS,0001466258
TTC,TORO CO,3524,Office of Technology,LAWN & GARDEN TRACTORS & HOME LAWN & GARDENS EQUIP,0000737758
TTCF,"Tattooed Chef, Inc.",2090,Office of Manufacturing,MISCELLANEOUS FOOD PREPARATIONS & KINDRED PRODUCTS,0001741231
TTD,"Trade Desk, Inc.",7370,Office of Technology,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",0001671933
TTEC,TELETECH HOLDINGS INC,7363,Office of Trade & Services,SERVICES-HELP SUPPLY SERVICES,0001013880
TTEK,TETRA TECH INC,8711,Office of Trade & Services,SERVICES-ENGINEERING SERVICES,0000831641
TTGT,TechTarget Inc,7389,Office of Trade & Services,"SERVICES-BUSINESS SERVICES, NEC",0001293282
TTI,TETRA TECHNOLOGIES INC,1311,Office of Energy & Transportation,CRUDE PETROLEUM & NATURAL GAS,0000844965
TTMI,TTM TECHNOLOGIES INC,3672,Office of Manufacturing,PRINTED CIRCUIT BOARDS,0001116942
TTSH,"TILE SHOP HOLDINGS, INC.",5700,Office of Trade & Services,"RETAIL-HOME FURNITURE, FURNISHINGS & EQUIPMENT STORES",0001552800
TTWO,TAKE TWO INTERACTIVE SOFTWARE INC,7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,0000946581
TUP,TUPPERWARE BRANDS CORP,3089,Industrial Applications and Services,"PLASTICS PRODUCTS, NEC",0001008654
TVTX,"Travere Therapeutics, Inc.",2834,Office of Life Sciences,PHARMACEUTICAL PREPARATIONS,0001438533
TVTY,"TIVITY HEALTH, INC.",8090,Industrial Applications and Services,"SERVICES-MISC HEALTH & ALLIED SERVICES, NEC",0000704415
TW,Tradeweb Markets Inc.,6200,Office of Finance,"SECURITY & COMMODITY BROKERS, DEALERS, EXCHANGES & SERVICES",0001758730
TWI,TITAN INTERNATIONAL INC,3312,Office of Manufacturing,"STEEL WORKS, BLAST FURNACES & ROLLING MILLS (COKE OVENS)",0000899751
TWKS,"Thoughtworks Holding, Inc.",7371,Office of Technology,SERVICES-COMPUTER PROGRAMMING SERVICES,0001866550
TWLO,TWILIO INC,7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,0001447669
TWNK,"Hostess Brands, Inc.",2050,Office of Manufacturing,BAKERY PRODUCTS,0001644406
TWO,Two Harbors Investment Corp.,6798,Office of Real Estate & Construction,REAL ESTATE INVESTMENT TRUSTS,0001465740
TWOU,"2U, Inc.",7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,0001459417
TWST,Twist Bioscience Corp,2836,Office of Life Sciences,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",0001581280
TWTR,"TWITTER, INC.",7370,Office of Technology,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",0001418091
TXG,"10x Genomics, Inc.",3826,Industrial Applications and Services,LABORATORY ANALYTICAL INSTRUMENTS,0001770787
TXN,TEXAS INSTRUMENTS INC,3674,Office of Manufacturing,SEMICONDUCTORS & RELATED DEVICES,0000097476
TXRH,"Texas Roadhouse, Inc.",5812,Office of Trade & Services,RETAIL-EATING PLACES,0001289460
TXT,TEXTRON INC,3720,Office of Manufacturing,AIRCRAFT & PARTS,0000217346
TYL,TYLER TECHNOLOGIES INC,7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,0000860731
TYRA,"Tyra Biosciences, Inc.",2834,Office of Life Sciences,PHARMACEUTICAL PREPARATIONS,0001863127
U,Unity Software Inc.,7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,0001810806
UA,"Under Armour, Inc.",2300,Office of Manufacturing,APPAREL & OTHER FINISHD PRODS OF FABRICS & SIMILAR MATL,0001336917
UAA,"Under Armour, Inc.",2300,Office of Manufacturing,APPAREL & OTHER FINISHD PRODS OF FABRICS & SIMILAR MATL,0001336917
UAL,CONTINENTAL AIRLINES INC /DE/,4512,Office of Energy & Transportation,"AIR TRANSPORTATION, SCHEDULED",0000319687
UBA,URSTADT BIDDLE PROPERTIES INC,6798,Office of Real Estate & Construction,REAL ESTATE INVESTMENT TRUSTS,0001029800
UBER,"Uber Technologies, Inc",7389,Office of Trade & Services,"SERVICES-BUSINESS SERVICES, NEC",0001543151
UBSI,UNITED BANKSHARES INC/WV,6022,Office of Finance,STATE COMMERCIAL BANKS,0000729986
UCBI,UNITED COMMUNITY BANKS INC,6022,Office of Finance,STATE COMMERCIAL BANKS,0000857855
UCTT,ULTRA CLEAN HOLDINGS INC,3674,Office of Manufacturing,SEMICONDUCTORS & RELATED DEVICES,0001275014
UDMY,"Udemy, Inc.",8200,Office of Trade & Services,SERVICES-EDUCATIONAL SERVICES,0001607939
UDR,"UDR, Inc.",6798,Office of Real Estate & Construction,REAL ESTATE INVESTMENT TRUSTS,0000074208
UE,Urban Edge Properties,6500,Office of Real Estate & Construction,REAL ESTATE,0001611547
UEC,URANIUM ENERGY CORP,1090,Office of Energy & Transportation,MISCELLANEOUS METAL ORES,0001334933
UEIC,UNIVERSAL ELECTRONICS INC,3651,Office of Manufacturing,HOUSEHOLD AUDIO & VIDEO EQUIPMENT,0000101984
UFCS,UNITED FIRE GROUP INC,6331,Office of Finance,"FIRE, MARINE & CASUALTY INSURANCE",0000101199
UFI,UNIFI INC,2200,Office of Manufacturing,TEXTILE MILL PRODUCTS,0000100726
UFPI,UNIVERSAL FOREST PRODUCTS INC,2421,Office of Manufacturing,"SAWMILLS & PLANTING MILLS, GENERAL",0000912767
UFPT,UFP TECHNOLOGIES INC,3086,Industrial Applications and Services,PLASTICS FOAM PRODUCTS,0000914156
UGI,UGI CORP /PA/,4932,Office of Energy & Transportation,GAS & OTHER SERVICES COMBINED,0000884614
UHAL,AMERCO /NV/,7510,Office of Trade & Services,SERVICES-AUTO RENTAL & LEASING (NO DRIVERS),0000004457
UHS,UNIVERSAL HEALTH SERVICES INC,8062,Industrial Applications and Services,"SERVICES-GENERAL MEDICAL & SURGICAL HOSPITALS, NEC",0000352915
UHT,UNIVERSAL HEALTH REALTY INCOME TRUST,6798,Office of Real Estate & Construction,REAL ESTATE INVESTMENT TRUSTS,0000798783
UI,Ubiquiti Inc.,3663,Office of Manufacturing,RADIO & TV BROADCASTING & COMMUNICATIONS EQUIPMENT,0001511737
UIS,UNISYS CORP,7373,Office of Technology,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN,0000746838
ULCC,"Frontier Group Holdings, Inc.",4512,Office of Energy & Transportation,"AIR TRANSPORTATION, SCHEDULED",0001670076
ULH,"UNIVERSAL LOGISTICS HOLDINGS, INC.",4213,Office of Energy & Transportation,TRUCKING (NO LOCAL),0001308208
ULTA,"Ulta Salon, Cosmetics & Fragrance, Inc.",5990,Office of Trade & Services,"RETAIL-RETAIL STORES, NEC",0001403568
UMBF,UMB FINANCIAL CORP,6021,Office of Finance,NATIONAL COMMERCIAL BANKS,0000101382
UMH,"UMH PROPERTIES, INC.",6798,Office of Real Estate & Construction,REAL ESTATE INVESTMENT TRUSTS,0000752642
UMPQ,UMPQUA HOLDINGS CORP,6035,Office of Finance,"SAVINGS INSTITUTION, FEDERALLY CHARTERED",0001077771
UNF,UNIFIRST CORP,7200,Office of Trade & Services,SERVICES-PERSONAL SERVICES,0000717954
UNFI,UNITED NATURAL FOODS INC,5141,Office of Trade & Services,"WHOLESALE-GROCERIES, GENERAL LINE",0001020859
UNH,UNITEDHEALTH GROUP INC,6324,Office of Finance,HOSPITAL & MEDICAL SERVICE PLANS,0000731766
UNIT,Uniti Group Inc.,6798,Office of Real Estate & Construction,REAL ESTATE INVESTMENT TRUSTS,0001620280
UNM,Unum Group,6321,Office of Finance,ACCIDENT & HEALTH INSURANCE,0000005513
UNP,UNION PACIFIC CORP,4011,Office of Energy & Transportation,"RAILROADS, LINE-HAUL OPERATING",0000100885
UNTY,UNITY BANCORP INC /NJ/,6022,Office of Finance,STATE COMMERCIAL BANKS,0000920427
UNVR,Univar Inc.,5160,Office of Trade & Services,WHOLESALE-CHEMICALS & ALLIED PRODUCTS,0001494319
UONE,"URBAN ONE, INC.",4832,Office of Technology,RADIO BROADCASTING STATIONS,0001041657
UONEK,"URBAN ONE, INC.",4832,Office of Technology,RADIO BROADCASTING STATIONS,0001041657
UP,Wheels Up Experience Inc.,4522,Office of Energy & Transportation,"AIR TRANSPORTATION, NONSCHEDULED",0001819516
UPLD,"Upland Software, Inc.",7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,0001505155
UPS,UNITED PARCEL SERVICE INC,4210,Office of Energy & Transportation,TRUCKING & COURIER SERVICES (NO AIR),0001090727
UPST,"Upstart Holdings, Inc.",6199,Office of Finance or Office of Crypto Assets,FINANCE SERVICES,0001647639
UPWK,Upwork Inc.,7374,Office of Technology,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,0001627475
URBN,URBAN OUTFITTERS INC,5651,Office of Trade & Services,RETAIL-FAMILY CLOTHING STORES,0000912615
URG,UR-ENERGY INC,1040,Office of Energy & Transportation,GOLD AND SILVER ORES,0001375205
URI,UNITED RENTALS NORTH AMERICA INC,7359,Office of Trade & Services,"SERVICES-EQUIPMENT RENTAL & LEASING, NEC",0001047166
USB,US BANCORP \DE\,6021,Office of Finance,NATIONAL COMMERCIAL BANKS,0000036104
USCB,"USCB FINANCIAL HOLDINGS, INC.",6022,Office of Finance,STATE COMMERCIAL BANKS,0001901637
USFD,US Foods Holding Corp.,5140,Office of Trade & Services,WHOLESALE-GROCERIES & RELATED PRODUCTS,0001665918
USLM,UNITED STATES LIME & MINERALS INC,1400,Office of Energy & Transportation,MINING & QUARRYING OF NONMETALLIC MINERALS (NO FUELS),0000082020
USM,UNITED STATES CELLULAR CORP,4812,Office of Technology,RADIOTELEPHONE COMMUNICATIONS,0000821130
USNA,USANA HEALTH SCIENCES INC,2833,Office of Life Sciences,MEDICINAL CHEMICALS & BOTANICAL PRODUCTS,0000896264
USPH,U S PHYSICAL THERAPY INC /NV,8000,Industrial Applications and Services,SERVICES-HEALTH SERVICES,0000885978
UTHR,UNITED THERAPEUTICS Corp,2834,Office of Life Sciences,PHARMACEUTICAL PREPARATIONS,0001082554
UTI,UNIVERSAL TECHNICAL INSTITUTE INC,8200,Office of Trade & Services,SERVICES-EDUCATIONAL SERVICES,0001261654
UTL,UNITIL CORP,4931,Office of Energy & Transportation,ELECTRIC & OTHER SERVICES COMBINED,0000755001
UTMD,UTAH MEDICAL PRODUCTS INC,3841,Industrial Applications and Services,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,0000706698
UTZ,"Utz Brands, Inc.",2090,Office of Manufacturing,MISCELLANEOUS FOOD PREPARATIONS & KINDRED PRODUCTS,0001739566
UUUU,ENERGY FUELS INC,1400,Office of Energy & Transportation,MINING & QUARRYING OF NONMETALLIC MINERALS (NO FUELS),0001385849
UVE,"UNIVERSAL INSURANCE HOLDINGS, INC.",6331,Office of Finance,"FIRE, MARINE & CASUALTY INSURANCE",0000891166
UVSP,UNIVEST CORP OF PENNSYLVANIA,6022,Office of Finance,STATE COMMERCIAL BANKS,0000102212
UVV,UNIVERSAL CORP /VA/,5150,Office of Trade & Services,WHOLESALE-FARM PRODUCT RAW MATERIALS,0000102037
UWMC,UWM Holdings Corp,6162,Office of Finance,MORTGAGE BANKERS & LOAN CORRESPONDENTS,0001783398
V,VISA INC.,7389,Office of Trade & Services,"SERVICES-BUSINESS SERVICES, NEC",0001403161
VAC,Marriott Vacations Worldwide Corp,6531,Office of Real Estate & Construction,REAL ESTATE AGENTS & MANAGERS (FOR OTHERS),0001524358
VAL,VALSPAR CORP,2851,Industrial Applications and Services,"PAINTS, VARNISHES, LACQUERS, ENAMELS & ALLIED PRODS",0000102741
VALU,VALUE LINE INC,6282,Office of Finance,INVESTMENT ADVICE,0000717720
VBIV,VBI VACCINES INC.,2836,Office of Life Sciences,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",0000704159
VBTX,"Veritex Holdings, Inc.",6022,Office of Finance,STATE COMMERCIAL BANKS,0001501570
VC,VISTEON CORP,3714,Office of Manufacturing,MOTOR VEHICLE PARTS & ACCESSORIES,0001111335
VCEL,Vericel Corp,2836,Office of Life Sciences,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",0000887359
VCSA,"Vacasa, Inc.",7340,Office of Trade & Services,SERVICES-TO DWELLINGS & OTHER BUILDINGS,0001874944
VCTR,"Victory Capital Holdings, Inc.",6282,Office of Finance,INVESTMENT ADVICE,0001570827
VCYT,"VERACYTE, INC.",8071,Industrial Applications and Services,SERVICES-MEDICAL LABORATORIES,0001384101
VEC,"Vectrus, Inc.",8744,Office of Trade & Services,SERVICES-FACILITIES SUPPORT MANAGEMENT SERVICES,0001601548
VECO,VEECO INSTRUMENTS INC,3559,Office of Technology,"SPECIAL INDUSTRY MACHINERY, NEC",0000103145
VEEV,VEEVA SYSTEMS INC,7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,0001393052
VEL,"Velocity Financial, Inc.",6199,Office of Finance or Office of Crypto Assets,FINANCE SERVICES,0001692376
VERA,"Vera Therapeutics, Inc.",2834,Office of Life Sciences,PHARMACEUTICAL PREPARATIONS,0001831828
VERI,"Veritone, Inc.",7374,Office of Technology,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,0001615165
VERU,VERU INC.,3060,Office of Manufacturing,"FABRICATED RUBBER PRODUCTS, NEC",0000863894
VERV,"Verve Therapeutics, Inc.",2834,Office of Life Sciences,PHARMACEUTICAL PREPARATIONS,0001840574
VFC,V F CORP,2320,Office of Manufacturing,"MEN'S & BOYS' FURNISHGS, WORK CLOTHG, & ALLIED GARMENTS",0000103379
VG,VONAGE HOLDINGS CORP,4813,Office of Technology,TELEPHONE COMMUNICATIONS (NO RADIOTELEPHONE),0001272830
VGR,VECTOR GROUP LTD,2111,Office of Manufacturing,CIGARETTES,0000059440
VHI,VALHI INC /DE/,2810,Industrial Applications and Services,INDUSTRIAL INORGANIC CHEMICALS,0000059255
VIA,Viacom Inc.,4841,Office of Technology,CABLE & OTHER PAY TELEVISION SERVICES,0001339947
VIAV,VIAVI SOLUTIONS INC.,3674,Office of Manufacturing,SEMICONDUCTORS & RELATED DEVICES,0000912093
VICI,VICI PROPERTIES INC.,6798,Office of Real Estate & Construction,REAL ESTATE INVESTMENT TRUSTS,0001705696
VICR,VICOR CORP,3679,Office of Manufacturing,"ELECTRONIC COMPONENTS, NEC",0000751978
VIEW,"View, Inc.",3211,Office of Manufacturing,FLAT GLASS,0001811856
VIR,"Vir Biotechnology, Inc.",2836,Office of Life Sciences,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",0001706431
VIRT,"Virtu Financial, Inc.",6211,Office of Finance,"SECURITY BROKERS, DEALERS & FLOTATION COMPANIES",0001592386
VITL,"Vital Farms, Inc.",2000,Office of Manufacturing,FOOD AND KINDRED PRODUCTS,0001579733
VIVO,MERIDIAN BIOSCIENCE INC,2835,Office of Life Sciences,IN VITRO & IN VIVO DIAGNOSTIC SUBSTANCES,0000794172
VLD,"Velo3D, Inc.",3559,Office of Technology,"SPECIAL INDUSTRY MACHINERY, NEC",0001825079
VLDR,"Velodyne Lidar, Inc.",3569,Office of Technology,"GENERAL INDUSTRIAL MACHINERY & EQUIPMENT, NEC",0001745317
VLGEA,VILLAGE SUPER MARKET INC,5411,Office of Trade & Services,RETAIL-GROCERY STORES,0000103595
VLO,VALERO ENERGY CORP/TX,2911,Office of Energy & Transportation,PETROLEUM REFINING,0001035002
VLTA,Volta Inc.,3790,Office of Manufacturing,MISCELLANEOUS TRANSPORTATION EQUIPMENT,0001819584
VLY,VALLEY NATIONAL BANCORP,6021,Office of Finance,NATIONAL COMMERCIAL BANKS,0000714310
VMC,Vulcan Materials CO,1400,Office of Energy & Transportation,MINING & QUARRYING OF NONMETALLIC MINERALS (NO FUELS),0001396009
VMEO,"Vimeo, Inc.",7370,Office of Technology,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",0001837686
VMI,VALMONT INDUSTRIES INC,3440,Office of Manufacturing,FABRICATED STRUCTURAL METAL PRODUCTS,0000102729
VMW,"VMWARE, INC.",7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,0001124610
VNDA,Vanda Pharmaceuticals Inc.,2834,Office of Life Sciences,PHARMACEUTICAL PREPARATIONS,0001347178
VNO,VORNADO REALTY TRUST,6798,Office of Real Estate & Construction,REAL ESTATE INVESTMENT TRUSTS,0000899689
VNT,Vontier Corp,3824,Industrial Applications and Services,TOTALIZING FLUID METERS & COUNTING DEVICES,0001786842
VOYA,"ING U.S., Inc.",6311,Office of Finance,LIFE INSURANCE,0001535929
VPG,"Vishay Precision Group, Inc.",3670,Office of Manufacturing,ELECTRONIC COMPONENTS & ACCESSORIES,0001487952
VRAY,"ViewRay, Inc.",3845,Industrial Applications and Services,ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS,0001597313
VRDN,"Viridian Therapeutics, Inc.\DE",8071,Industrial Applications and Services,SERVICES-MEDICAL LABORATORIES,0001590750
VRE,"Veris Residential, Inc.",6798,Office of Real Estate & Construction,REAL ESTATE INVESTMENT TRUSTS,0000924901
VREX,Varex Imaging Corp,3679,Office of Manufacturing,"ELECTRONIC COMPONENTS, NEC",0001681622
VRNS,VARONIS SYSTEMS INC,7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,0001361113
VRNT,VERINT SYSTEMS INC,7373,Office of Technology,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN,0001166388
VRRM,VERRA MOBILITY Corp,4700,Office of Energy & Transportation,TRANSPORTATION SERVICES,0001682745
