,company_name,sic,office,industry,cik
THFF,FIRST FINANCIAL CORP /IN/,6022,Office of Finance,STATE COMMERCIAL BANKS,714562
THG,"HANOVER INSURANCE GROUP, INC.",6331,Office of Finance,"FIRE, MARINE & CASUALTY INSURANCE",944695
THO,THOR INDUSTRIES INC,3716,Office of Manufacturing,MOTOR HOMES,730263
THR,"Thermon Group Holdings, Inc.",3620,Office of Manufacturing,ELECTRICAL INDUSTRIAL APPARATUS,1489096
THRM,GENTHERM Inc,3714,Office of Manufacturing,MOTOR VEHICLE PARTS & ACCESSORIES,903129
THRN,"Thorne Healthtech, Inc.",2834,Office of Life Sciences,PHARMACEUTICAL PREPARATIONS,1844280
THRX,THERAVANCE INC,2834,Office of Life Sciences,PHARMACEUTICAL PREPARATIONS,1080014
THRY,"Thryv Holdings, Inc.",7310,Office of Trade & Services,SERVICES-ADVERTISING,1556739
THS,"TreeHouse Foods, Inc.",2030,Office of Manufacturing,"CANNED, FROZEN & PRESERVD FRUIT, VEG & FOOD SPECIALTIES",1320695
TIG,"Trean Insurance Group, Inc.",6331,Office of Finance,"FIRE, MARINE & CASUALTY INSURANCE",1801754
TIL,Till Capital Ltd.,6331,Office of Finance,"FIRE, MARINE & CASUALTY INSURANCE",1625584
TILE,INTERFACE INC,2273,Office of Manufacturing,CARPETS & RUGS,715787
TIPT,TIPTREE FINANCIAL INC.,6411,Office of Finance,"INSURANCE AGENTS, BROKERS & SERVICE",1393726
TITN,Titan Machinery Inc.,5990,Office of Trade & Services,"RETAIL-RETAIL STORES, NEC",1409171
TJX,TJX COMPANIES INC /DE/,5651,Office of Trade & Services,RETAIL-FAMILY CLOTHING STORES,109198
TKNO,"Alpha Teknova, Inc.",2835,Office of Life Sciences,IN VITRO & IN VIVO DIAGNOSTIC SUBSTANCES,1850902
TKR,TIMKEN CO,3562,Office of Technology,BALL & ROLLER BEARINGS,98362
TLS,TELOS CORP,7373,Office of Technology,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN,320121
TLYS,"TILLY'S, INC.",5600,Office of Trade & Services,RETAIL-APPAREL & ACCESSORY STORES,1524025
TMCI,"TREACE MEDICAL CONCEPTS, INC.",3841,Industrial Applications and Services,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,1630627
TMDX,"TransMedics Group, Inc.",3845,Industrial Applications and Services,ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS,1756262
TMHC,Taylor Morrison Home Corp,1531,Office of Real Estate & Construction,OPERATIVE BUILDERS,1562476
TMO,THERMO FISHER SCIENTIFIC INC.,3829,Industrial Applications and Services,"MEASURING & CONTROLLING DEVICES, NEC",97745
TMP,TOMPKINS FINANCIAL CORP,6022,Office of Finance,STATE COMMERCIAL BANKS,1005817
TMST,TimkenSteel Corp,3312,Office of Manufacturing,"STEEL WORKS, BLAST FURNACES & ROLLING MILLS (COKE OVENS)",1598428
TMUS,"T-Mobile US, Inc.",4812,Office of Technology,RADIOTELEPHONE COMMUNICATIONS,1283699
TMX,TERMINIX GLOBAL HOLDINGS INC,8741,Office of Trade & Services,SERVICES-MANAGEMENT SERVICES,1428875
TNC,TENNANT CO,3580,Office of Technology,REFRIGERATION & SERVICE INDUSTRY MACHINERY,97134
TNDM,Neutral Tandem Inc,4813,Office of Technology,TELEPHONE COMMUNICATIONS (NO RADIOTELEPHONE),1292653
TNET,TRINET GROUP INC,7389,Office of Trade & Services,"SERVICES-BUSINESS SERVICES, NEC",937098
TNGX,"Tango Therapeutics, Inc.",2834,Office of Life Sciences,PHARMACEUTICAL PREPARATIONS,1819133
TNL,Travel & Leisure Co.,7011,Office of Real Estate & Construction,HOTELS & MOTELS,1361658
TNYA,"Tenaya Therapeutics, Inc.",2836,Office of Life Sciences,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",1858848
TOI,"Oncology Institute, Inc.",8011,Industrial Applications and Services,SERVICES-OFFICES & CLINICS OF DOCTORS OF MEDICINE,1799191
TOL,TOLL BROTHERS INC,1531,Office of Real Estate & Construction,OPERATIVE BUILDERS,794170
TOST,"Toast, Inc.",7374,Office of Technology,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,1650164
TPB,"Turning Point Brands, Inc.",2100,Office of Manufacturing,TOBACCO PRODUCTS,1290677
TPC,TUTOR PERINI Corp,1540,Office of Real Estate & Construction,GENERAL BLDG CONTRACTORS - NONRESIDENTIAL BLDGS,77543
TPH,"TRI Pointe Homes, Inc.",1531,Office of Real Estate & Construction,OPERATIVE BUILDERS,1561680
TPIC,"TPI COMPOSITES, INC",3510,Office of Technology,ENGINES & TURBINES,1455684
TPL,TEXAS PACIFIC LAND TRUST,6532,Office of Real Estate & Construction,REAL ESTATE DEALERS (FOR THEIR OWN ACCOUNT),97517
TPR,"TAPESTRY, INC.",3100,Office of Manufacturing,LEATHER & LEATHER PRODUCTS,1116132
TPTX,"Turning Point Therapeutics, Inc.",2834,Office of Life Sciences,PHARMACEUTICAL PREPARATIONS,1595893
TPX,TEMPUR PEDIC INTERNATIONAL INC,2510,Office of Manufacturing,HOUSEHOLD FURNITURE,1206264
TR,TOOTSIE ROLL INDUSTRIES INC,2060,Office of Manufacturing,SUGAR & CONFECTIONERY PRODUCTS,98677
TRC,TEJON RANCH CO,6500,Office of Real Estate & Construction,REAL ESTATE,96869
TREE,"Tree.com, Inc.",6163,Office of Finance,LOAN BROKERS,1434621
TREX,TREX CO INC,2400,Office of Manufacturing,LUMBER & WOOD PRODUCTS (NO FURNITURE),1069878
TRGP,Targa Resources Corp.,4922,Office of Energy & Transportation,NATURAL GAS TRANSMISSION,1389170
TRIP,"TripAdvisor, Inc.",7370,Office of Technology,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",1526520
TRMB,TRIMBLE NAVIGATION LTD /CA/,3829,Industrial Applications and Services,"MEASURING & CONTROLLING DEVICES, NEC",864749
TRMK,TRUSTMARK CORP,6021,Office of Finance,NATIONAL COMMERCIAL BANKS,36146
TRN,TRINITY INDUSTRIES INC,3743,Office of Manufacturing,RAILROAD EQUIPMENT,99780
TRNO,Terreno Realty Corp,6500,Office of Real Estate & Construction,REAL ESTATE,1476150
TRNS,TRANSCAT INC,3825,Industrial Applications and Services,INSTRUMENTS FOR MEAS & TESTING OF ELECTRICITY & ELEC SIGNALS,99302
TROW,PRICE T ROWE GROUP INC,6200,Office of Finance,"SECURITY & COMMODITY BROKERS, DEALERS, EXCHANGES & SERVICES",1113169
TROX,Tronox Ltd,2810,Industrial Applications and Services,INDUSTRIAL INORGANIC CHEMICALS,1530804
TRS,TRIMAS CORP,3460,Office of Manufacturing,METAL FORGINGS & STAMPINGS,842633
TRST,TRUSTCO BANK CORP N Y,6022,Office of Finance,STATE COMMERCIAL BANKS,357301
TRTN,Triton International Ltd,7359,Office of Trade & Services,"SERVICES-EQUIPMENT RENTAL & LEASING, NEC",1660734
TRTX,"TPG RE Finance Trust, Inc.",6798,Office of Real Estate & Construction,REAL ESTATE INVESTMENT TRUSTS,1630472
TRU,TransUnion,7320,Office of Trade & Services,"SERVICES-CONSUMER CREDIT REPORTING, COLLECTION AGENCIES",1552033
TRUE,"TrueCar, Inc.",7370,Office of Technology,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",1327318
TRUP,TRUPANION INC.,6324,Office of Finance,HOSPITAL & MEDICAL SERVICE PLANS,1371285
TRV,"TRAVELERS COMPANIES, INC.",6331,Office of Finance,"FIRE, MARINE & CASUALTY INSURANCE",86312
TSCO,TRACTOR SUPPLY CO /DE/,5200,Office of Trade & Services,"RETAIL-BUILDING MATERIALS, HARDWARE, GARDEN SUPPLY",916365
TSE,Trinseo S.A.,2821,Industrial Applications and Services,"PLASTIC MATERIALS, SYNTH RESINS & NONVULCAN ELASTOMERS",1519061
TSLA,TESLA MOTORS INC,3711,Office of Manufacturing,MOTOR VEHICLES & PASSENGER CAR BODIES,1318605
TSN,TYSON FOODS INC,2015,Office of Manufacturing,POULTRY SLAUGHTERING AND PROCESSING,100493
TSP,TuSimple Holdings Inc.,7373,Office of Technology,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN,1823593
TSVT,"2seventy bio, Inc.",2834,Office of Life Sciences,PHARMACEUTICAL PREPARATIONS,1860782
TT,Trane Technologies plc,3822,Industrial Applications and Services,AUTO CONTROLS FOR REGULATING RESIDENTIAL & COMML ENVIRONMENTS,1466258
TTC,TORO CO,3524,Office of Technology,LAWN & GARDEN TRACTORS & HOME LAWN & GARDENS EQUIP,737758
TTCF,"Tattooed Chef, Inc.",2090,Office of Manufacturing,MISCELLANEOUS FOOD PREPARATIONS & KINDRED PRODUCTS,1741231
TTD,"Trade Desk, Inc.",7370,Office of Technology,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",1671933
TTEC,TELETECH HOLDINGS INC,7363,Office of Trade & Services,SERVICES-HELP SUPPLY SERVICES,1013880
TTEK,TETRA TECH INC,8711,Office of Trade & Services,SERVICES-ENGINEERING SERVICES,831641
TTGT,TechTarget Inc,7389,Office of Trade & Services,"SERVICES-BUSINESS SERVICES, NEC",1293282
TTI,TETRA TECHNOLOGIES INC,1311,Office of Energy & Transportation,CRUDE PETROLEUM & NATURAL GAS,844965
TTMI,TTM TECHNOLOGIES INC,3672,Office of Manufacturing,PRINTED CIRCUIT BOARDS,1116942
TTSH,"TILE SHOP HOLDINGS, INC.",5700,Office of Trade & Services,"RETAIL-HOME FURNITURE, FURNISHINGS & EQUIPMENT STORES",1552800
TTWO,TAKE TWO INTERACTIVE SOFTWARE INC,7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,946581
TUP,TUPPERWARE BRANDS CORP,3089,Industrial Applications and Services,"PLASTICS PRODUCTS, NEC",1008654
TVTX,"Travere Therapeutics, Inc.",2834,Office of Life Sciences,PHARMACEUTICAL PREPARATIONS,1438533
TVTY,"TIVITY HEALTH, INC.",8090,Industrial Applications and Services,"SERVICES-MISC HEALTH & ALLIED SERVICES, NEC",704415
TW,Tradeweb Markets Inc.,6200,Office of Finance,"SECURITY & COMMODITY BROKERS, DEALERS, EXCHANGES & SERVICES",1758730
TWI,TITAN INTERNATIONAL INC,3312,Office of Manufacturing,"STEEL WORKS, BLAST FURNACES & ROLLING MILLS (COKE OVENS)",899751
TWKS,"Thoughtworks Holding, Inc.",7371,Office of Technology,SERVICES-COMPUTER PROGRAMMING SERVICES,1866550
TWLO,TWILIO INC,7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,1447669
TWNK,"Hostess Brands, Inc.",2050,Office of Manufacturing,BAKERY PRODUCTS,1644406
TWO,Two Harbors Investment Corp.,6798,Office of Real Estate & Construction,REAL ESTATE INVESTMENT TRUSTS,1465740
TWOU,"2U, Inc.",7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,1459417
TWST,Twist Bioscience Corp,2836,Office of Life Sciences,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",1581280
TWTR,"TWITTER, INC.",7370,Office of Technology,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",1418091
TXG,"10x Genomics, Inc.",3826,Industrial Applications and Services,LABORATORY ANALYTICAL INSTRUMENTS,1770787
TXN,TEXAS INSTRUMENTS INC,3674,Office of Manufacturing,SEMICONDUCTORS & RELATED DEVICES,97476
TXRH,"Texas Roadhouse, Inc.",5812,Office of Trade & Services,RETAIL-EATING PLACES,1289460
TXT,TEXTRON INC,3720,Office of Manufacturing,AIRCRAFT & PARTS,217346
TYL,TYLER TECHNOLOGIES INC,7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,860731
TYRA,"Tyra Biosciences, Inc.",2834,Office of Life Sciences,PHARMACEUTICAL PREPARATIONS,1863127
U,Unity Software Inc.,7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,1810806
UA,"Under Armour, Inc.",2300,Office of Manufacturing,APPAREL & OTHER FINISHD PRODS OF FABRICS & SIMILAR MATL,1336917
UAA,"Under Armour, Inc.",2300,Office of Manufacturing,APPAREL & OTHER FINISHD PRODS OF FABRICS & SIMILAR MATL,1336917
UAL,CONTINENTAL AIRLINES INC /DE/,4512,Office of Energy & Transportation,"AIR TRANSPORTATION, SCHEDULED",319687
UBA,URSTADT BIDDLE PROPERTIES INC,6798,Office of Real Estate & Construction,REAL ESTATE INVESTMENT TRUSTS,1029800
UBER,"Uber Technologies, Inc",7389,Office of Trade & Services,"SERVICES-BUSINESS SERVICES, NEC",1543151
UBSI,UNITED BANKSHARES INC/WV,6022,Office of Finance,STATE COMMERCIAL BANKS,729986
UCBI,UNITED COMMUNITY BANKS INC,6022,Office of Finance,STATE COMMERCIAL BANKS,857855
UCTT,ULTRA CLEAN HOLDINGS INC,3674,Office of Manufacturing,SEMICONDUCTORS & RELATED DEVICES,1275014
UDMY,"Udemy, Inc.",8200,Office of Trade & Services,SERVICES-EDUCATIONAL SERVICES,1607939
UDR,"UDR, Inc.",6798,Office of Real Estate & Construction,REAL ESTATE INVESTMENT TRUSTS,74208
UE,Urban Edge Properties,6500,Office of Real Estate & Construction,REAL ESTATE,1611547
UEC,URANIUM ENERGY CORP,1090,Office of Energy & Transportation,MISCELLANEOUS METAL ORES,1334933
UEIC,UNIVERSAL ELECTRONICS INC,3651,Office of Manufacturing,HOUSEHOLD AUDIO & VIDEO EQUIPMENT,101984
UFCS,UNITED FIRE GROUP INC,6331,Office of Finance,"FIRE, MARINE & CASUALTY INSURANCE",101199
UFI,UNIFI INC,2200,Office of Manufacturing,TEXTILE MILL PRODUCTS,100726
UFPI,UNIVERSAL FOREST PRODUCTS INC,2421,Office of Manufacturing,"SAWMILLS & PLANTING MILLS, GENERAL",912767
UFPT,UFP TECHNOLOGIES INC,3086,Industrial Applications and Services,PLASTICS FOAM PRODUCTS,914156
UGI,UGI CORP /PA/,4932,Office of Energy & Transportation,GAS & OTHER SERVICES COMBINED,884614
UHAL,AMERCO /NV/,7510,Office of Trade & Services,SERVICES-AUTO RENTAL & LEASING (NO DRIVERS),4457
UHS,UNIVERSAL HEALTH SERVICES INC,8062,Industrial Applications and Services,"SERVICES-GENERAL MEDICAL & SURGICAL HOSPITALS, NEC",352915
UHT,UNIVERSAL HEALTH REALTY INCOME TRUST,6798,Office of Real Estate & Construction,REAL ESTATE INVESTMENT TRUSTS,798783
UI,Ubiquiti Inc.,3663,Office of Manufacturing,RADIO & TV BROADCASTING & COMMUNICATIONS EQUIPMENT,1511737
UIS,UNISYS CORP,7373,Office of Technology,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN,746838
ULCC,"Frontier Group Holdings, Inc.",4512,Office of Energy & Transportation,"AIR TRANSPORTATION, SCHEDULED",1670076
ULH,"UNIVERSAL LOGISTICS HOLDINGS, INC.",4213,Office of Energy & Transportation,TRUCKING (NO LOCAL),1308208
ULTA,"Ulta Salon, Cosmetics & Fragrance, Inc.",5990,Office of Trade & Services,"RETAIL-RETAIL STORES, NEC",1403568
UMBF,UMB FINANCIAL CORP,6021,Office of Finance,NATIONAL COMMERCIAL BANKS,101382
UMH,"UMH PROPERTIES, INC.",6798,Office of Real Estate & Construction,REAL ESTATE INVESTMENT TRUSTS,752642
UMPQ,UMPQUA HOLDINGS CORP,6035,Office of Finance,"SAVINGS INSTITUTION, FEDERALLY CHARTERED",1077771
UNF,UNIFIRST CORP,7200,Office of Trade & Services,SERVICES-PERSONAL SERVICES,717954
UNFI,UNITED NATURAL FOODS INC,5141,Office of Trade & Services,"WHOLESALE-GROCERIES, GENERAL LINE",1020859
UNH,UNITEDHEALTH GROUP INC,6324,Office of Finance,HOSPITAL & MEDICAL SERVICE PLANS,731766
UNIT,Uniti Group Inc.,6798,Office of Real Estate & Construction,REAL ESTATE INVESTMENT TRUSTS,1620280
UNM,Unum Group,6321,Office of Finance,ACCIDENT & HEALTH INSURANCE,5513
UNP,UNION PACIFIC CORP,4011,Office of Energy & Transportation,"RAILROADS, LINE-HAUL OPERATING",100885
UNTY,UNITY BANCORP INC /NJ/,6022,Office of Finance,STATE COMMERCIAL BANKS,920427
UNVR,Univar Inc.,5160,Office of Trade & Services,WHOLESALE-CHEMICALS & ALLIED PRODUCTS,1494319
UONE,"URBAN ONE, INC.",4832,Office of Technology,RADIO BROADCASTING STATIONS,1041657
UONEK,"URBAN ONE, INC.",4832,Office of Technology,RADIO BROADCASTING STATIONS,1041657
UP,Wheels Up Experience Inc.,4522,Office of Energy & Transportation,"AIR TRANSPORTATION, NONSCHEDULED",1819516
UPLD,"Upland Software, Inc.",7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,1505155
UPS,UNITED PARCEL SERVICE INC,4210,Office of Energy & Transportation,TRUCKING & COURIER SERVICES (NO AIR),1090727
UPST,"Upstart Holdings, Inc.",6199,Office of Finance or Office of Crypto Assets,FINANCE SERVICES,1647639
UPWK,Upwork Inc.,7374,Office of Technology,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,1627475
URBN,URBAN OUTFITTERS INC,5651,Office of Trade & Services,RETAIL-FAMILY CLOTHING STORES,912615
URG,UR-ENERGY INC,1040,Office of Energy & Transportation,GOLD AND SILVER ORES,1375205
URI,UNITED RENTALS NORTH AMERICA INC,7359,Office of Trade & Services,"SERVICES-EQUIPMENT RENTAL & LEASING, NEC",1047166
USB,US BANCORP \DE\,6021,Office of Finance,NATIONAL COMMERCIAL BANKS,36104
USCB,"USCB FINANCIAL HOLDINGS, INC.",6022,Office of Finance,STATE COMMERCIAL BANKS,1901637
USFD,US Foods Holding Corp.,5140,Office of Trade & Services,WHOLESALE-GROCERIES & RELATED PRODUCTS,1665918
USLM,UNITED STATES LIME & MINERALS INC,1400,Office of Energy & Transportation,MINING & QUARRYING OF NONMETALLIC MINERALS (NO FUELS),82020
USM,UNITED STATES CELLULAR CORP,4812,Office of Technology,RADIOTELEPHONE COMMUNICATIONS,821130
USNA,USANA HEALTH SCIENCES INC,2833,Office of Life Sciences,MEDICINAL CHEMICALS & BOTANICAL PRODUCTS,896264
USPH,U S PHYSICAL THERAPY INC /NV,8000,Industrial Applications and Services,SERVICES-HEALTH SERVICES,885978
UTHR,UNITED THERAPEUTICS Corp,2834,Office of Life Sciences,PHARMACEUTICAL PREPARATIONS,1082554
UTI,UNIVERSAL TECHNICAL INSTITUTE INC,8200,Office of Trade & Services,SERVICES-EDUCATIONAL SERVICES,1261654
UTL,UNITIL CORP,4931,Office of Energy & Transportation,ELECTRIC & OTHER SERVICES COMBINED,755001
UTMD,UTAH MEDICAL PRODUCTS INC,3841,Industrial Applications and Services,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,706698
UTZ,"Utz Brands, Inc.",2090,Office of Manufacturing,MISCELLANEOUS FOOD PREPARATIONS & KINDRED PRODUCTS,1739566
UUUU,ENERGY FUELS INC,1400,Office of Energy & Transportation,MINING & QUARRYING OF NONMETALLIC MINERALS (NO FUELS),1385849
UVE,"UNIVERSAL INSURANCE HOLDINGS, INC.",6331,Office of Finance,"FIRE, MARINE & CASUALTY INSURANCE",891166
UVSP,UNIVEST CORP OF PENNSYLVANIA,6022,Office of Finance,STATE COMMERCIAL BANKS,102212
UVV,UNIVERSAL CORP /VA/,5150,Office of Trade & Services,WHOLESALE-FARM PRODUCT RAW MATERIALS,102037
UWMC,UWM Holdings Corp,6162,Office of Finance,MORTGAGE BANKERS & LOAN CORRESPONDENTS,1783398
V,VISA INC.,7389,Office of Trade & Services,"SERVICES-BUSINESS SERVICES, NEC",1403161
VAC,Marriott Vacations Worldwide Corp,6531,Office of Real Estate & Construction,REAL ESTATE AGENTS & MANAGERS (FOR OTHERS),1524358
VAL,VALSPAR CORP,2851,Industrial Applications and Services,"PAINTS, VARNISHES, LACQUERS, ENAMELS & ALLIED PRODS",102741
VALU,VALUE LINE INC,6282,Office of Finance,INVESTMENT ADVICE,717720
VBIV,VBI VACCINES INC.,2836,Office of Life Sciences,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",704159
VBTX,"Veritex Holdings, Inc.",6022,Office of Finance,STATE COMMERCIAL BANKS,1501570
VC,VISTEON CORP,3714,Office of Manufacturing,MOTOR VEHICLE PARTS & ACCESSORIES,1111335
VCEL,Vericel Corp,2836,Office of Life Sciences,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",887359
VCSA,"Vacasa, Inc.",7340,Office of Trade & Services,SERVICES-TO DWELLINGS & OTHER BUILDINGS,1874944
VCTR,"Victory Capital Holdings, Inc.",6282,Office of Finance,INVESTMENT ADVICE,1570827
VCYT,"VERACYTE, INC.",8071,Industrial Applications and Services,SERVICES-MEDICAL LABORATORIES,1384101
VEC,"Vectrus, Inc.",8744,Office of Trade & Services,SERVICES-FACILITIES SUPPORT MANAGEMENT SERVICES,1601548
VECO,VEECO INSTRUMENTS INC,3559,Office of Technology,"SPECIAL INDUSTRY MACHINERY, NEC",103145
VEEV,VEEVA SYSTEMS INC,7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,1393052
VEL,"Velocity Financial, Inc.",6199,Office of Finance or Office of Crypto Assets,FINANCE SERVICES,1692376
VERA,"Vera Therapeutics, Inc.",2834,Office of Life Sciences,PHARMACEUTICAL PREPARATIONS,1831828
VERI,"Veritone, Inc.",7374,Office of Technology,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,1615165
VERU,VERU INC.,3060,Office of Manufacturing,"FABRICATED RUBBER PRODUCTS, NEC",863894
VERV,"Verve Therapeutics, Inc.",2834,Office of Life Sciences,PHARMACEUTICAL PREPARATIONS,1840574
VFC,V F CORP,2320,Office of Manufacturing,"MEN'S & BOYS' FURNISHGS, WORK CLOTHG, & ALLIED GARMENTS",103379
VG,VONAGE HOLDINGS CORP,4813,Office of Technology,TELEPHONE COMMUNICATIONS (NO RADIOTELEPHONE),1272830
VGR,VECTOR GROUP LTD,2111,Office of Manufacturing,CIGARETTES,59440
VHI,VALHI INC /DE/,2810,Industrial Applications and Services,INDUSTRIAL INORGANIC CHEMICALS,59255
VIA,Viacom Inc.,4841,Office of Technology,CABLE & OTHER PAY TELEVISION SERVICES,1339947
VIAV,VIAVI SOLUTIONS INC.,3674,Office of Manufacturing,SEMICONDUCTORS & RELATED DEVICES,912093
VICI,VICI PROPERTIES INC.,6798,Office of Real Estate & Construction,REAL ESTATE INVESTMENT TRUSTS,1705696
VICR,VICOR CORP,3679,Office of Manufacturing,"ELECTRONIC COMPONENTS, NEC",751978
VIEW,"View, Inc.",3211,Office of Manufacturing,FLAT GLASS,1811856
VIR,"Vir Biotechnology, Inc.",2836,Office of Life Sciences,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",1706431
VIRT,"Virtu Financial, Inc.",6211,Office of Finance,"SECURITY BROKERS, DEALERS & FLOTATION COMPANIES",1592386
VITL,"Vital Farms, Inc.",2000,Office of Manufacturing,FOOD AND KINDRED PRODUCTS,1579733
VIVO,MERIDIAN BIOSCIENCE INC,2835,Office of Life Sciences,IN VITRO & IN VIVO DIAGNOSTIC SUBSTANCES,794172
VLD,"Velo3D, Inc.",3559,Office of Technology,"SPECIAL INDUSTRY MACHINERY, NEC",1825079
VLDR,"Velodyne Lidar, Inc.",3569,Office of Technology,"GENERAL INDUSTRIAL MACHINERY & EQUIPMENT, NEC",1745317
VLGEA,VILLAGE SUPER MARKET INC,5411,Office of Trade & Services,RETAIL-GROCERY STORES,103595
VLO,VALERO ENERGY CORP/TX,2911,Office of Energy & Transportation,PETROLEUM REFINING,1035002
VLTA,Volta Inc.,3790,Office of Manufacturing,MISCELLANEOUS TRANSPORTATION EQUIPMENT,1819584
VLY,VALLEY NATIONAL BANCORP,6021,Office of Finance,NATIONAL COMMERCIAL BANKS,714310
VMC,Vulcan Materials CO,1400,Office of Energy & Transportation,MINING & QUARRYING OF NONMETALLIC MINERALS (NO FUELS),1396009
VMEO,"Vimeo, Inc.",7370,Office of Technology,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",1837686
VMI,VALMONT INDUSTRIES INC,3440,Office of Manufacturing,FABRICATED STRUCTURAL METAL PRODUCTS,102729
VMW,"VMWARE, INC.",7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,1124610
VNDA,Vanda Pharmaceuticals Inc.,2834,Office of Life Sciences,PHARMACEUTICAL PREPARATIONS,1347178
VNO,VORNADO REALTY TRUST,6798,Office of Real Estate & Construction,REAL ESTATE INVESTMENT TRUSTS,899689
VNT,Vontier Corp,3824,Industrial Applications and Services,TOTALIZING FLUID METERS & COUNTING DEVICES,1786842
VOYA,"ING U.S., Inc.",6311,Office of Finance,LIFE INSURANCE,1535929
VPG,"Vishay Precision Group, Inc.",3670,Office of Manufacturing,ELECTRONIC COMPONENTS & ACCESSORIES,1487952
VRAY,"ViewRay, Inc.",3845,Industrial Applications and Services,ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS,1597313
VRDN,"Viridian Therapeutics, Inc.\DE",8071,Industrial Applications and Services,SERVICES-MEDICAL LABORATORIES,1590750
VRE,"Veris Residential, Inc.",6798,Office of Real Estate & Construction,REAL ESTATE INVESTMENT TRUSTS,924901
VREX,Varex Imaging Corp,3679,Office of Manufacturing,"ELECTRONIC COMPONENTS, NEC",1681622
VRNS,VARONIS SYSTEMS INC,7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,1361113
